ClassN1,ID,TextoTratado,CreateTime,TotalTimeTracked,dominant_topic,top_words
ERP,17864,exclusao destes itens autorizacao excluir ficam financeiro,27/06/2025 14:46:45,300,4,"modelos, produtos, itens, fornecedores, cadastros"
Web services,17863,update our with the attached news release,27/06/2025 14:44:15,0,0,"first, seven, not, three, public"
Infrastructure,17862,liberar excel computadores estagiarios shellon obra flow,27/06/2025 14:26:53,900,8,"xml, sql, mysql, pdf, txt"
ERP,17861,habilitar acesso usuario habilitar acesso usuaria,27/06/2025 14:26:14,240,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17860,seguem prints telas totvs reuniao,27/06/2025 14:23:03,3300,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17859,entrei recentemente recebi computador bassani configurado realizar atividades auxiliar,27/06/2025 14:17:17,1920,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17858,tirar duvida acessar portal retorna acessar,27/06/2025 14:14:17,480,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17855,criar usuario colaborador inicia,27/06/2025 12:32:20,0,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17854,visualizar pasta permissao aparece seja necessario mapear olhar,27/06/2025 12:06:11,1020,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17853,acesso imobme xrm bloqueados desligamento corretora rabelo bloquear acesso cartao,27/06/2025 11:54:10,300,9,"encerrados, faturados, criadas, corrompidos, contabilizados"
Infrastructure,17852,acesso control ocorrido,27/06/2025 10:57:23,420,0,"first, seven, not, three, public"
Infrastructure,17851,configuracao note alterando visualizacao relatorios acesso vpn voecloud acessar configurar monitor escala,27/06/2025 10:55:14,300,8,"xml, sql, mysql, pdf, txt"
Infrastructure,17850,servidor funcionaria funcionando verificacao acesso anydesk,27/06/2025 10:41:17,480,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17849,percebi historicos lancamentos coligada mudaram houve modificacao,27/06/2025 10:16:50,180,5,"carrega, sinaliza, possuia, inclui, executou"
Infrastructure,17848,programarem formatacao computador colaborador,27/06/2025 09:45:10,10800,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17847,dificuldade excluir extratos compensados demonstrado print continuam relatorio,27/06/2025 09:30:24,600,6,"ajustado, usado, explicado, solicitada, admitida"
ERP,17846,coligada neeoh,27/06/2025 09:05:26,5400,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17843,login senha impressora,26/06/2025 17:14:12,600,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17842,ecd coligada asamar cadastramos plano contas registro gerar ecd programa importando levando registro ipara ecf devemos proceder,26/06/2025 16:58:15,2940,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17841,alinhar renovacao licencas painel bitdefender,26/06/2025 16:22:37,1440,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17839,enviar documento varredura encontradas exclusoes relacionadas perfil,26/06/2025 14:49:34,5280,9,"encerrados, faturados, criadas, corrompidos, contabilizados"
Infrastructure,17838,realizar migracao pasta clientes encerrados hospedada conta conta clientes inativos,26/06/2025 14:14:25,12660,4,"modelos, produtos, itens, fornecedores, cadastros"
Infrastructure,17835,redefinir senha acesso acessar intranet esquecimento senha,26/06/2025 12:34:39,600,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17834,inserir substituicao logomarcas formularios folha backoffice ordens compra seja aplicada relatorios ordens compra documentos emitidos apresentem logos atualizacao totvs coligadas utilizam,26/06/2025 11:40:38,1740,7,"entregas, telas, ferias, pastas, obras"
ERP,17833,insercao logomarca agm coligada nota fiscal emitida totvs formularios ordem compra backoffice tenham arquivo adequada inclusao,26/06/2025 11:39:12,2100,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17832,zerar banco horas colaboradora thaismara vilela leite registro agosto utiliza registro cargo confianca gestora horas fossem zeradas,26/06/2025 11:33:56,2160,9,"encerrados, faturados, criadas, corrompidos, contabilizados"
Infrastructure,17831,solicitacao bloqueio sites marketplace rede intranet,26/06/2025 10:33:21,1380,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17829,encaminhamento especificacao tecnica detalhada equipamento atendam necessidades processo licitatorio termino vigencia,26/06/2025 09:59:34,2100,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17828,processo importacao iptu apresentando deixa importacao planilha base medidas atualizacao iptu csv usado importacao erros apresentados,26/06/2025 09:44:50,1920,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17827,atualizacao solicitacao criada aplicacao pacote vinculado ambiente contratado,26/06/2025 09:41:24,0,6,"ajustado, usado, explicado, solicitada, admitida"
Infrastructure,17826,impressora dias ficando off copyuai falou monitor cabo internet puder,26/06/2025 09:37:46,720,0,"first, seven, not, three, public"
Infrastructure,17825,recuperar corrompidos historico excel recuperar nomes incluir,26/06/2025 09:26:21,1680,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17824,acesso usuario coligadas patio patio patio mirante,26/06/2025 08:56:22,1260,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17823,atualizacao desktop conector exe baixado aplicativos autodesk acesso baixar,26/06/2025 07:54:26,3060,8,"xml, sql, mysql, pdf, txt"
ERP,17822,faturar itens sobras cotacao coligada liberado egp liberar,25/06/2025 18:30:54,0,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17821,faturar itens sobras cotacao destinado itens coligada liberado egp liberar,25/06/2025 18:30:43,360,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17820,rede bloqueados cancelamento acessos desligamento,25/06/2025 18:18:23,300,9,"encerrados, faturados, criadas, corrompidos, contabilizados"
ERP,17819,reuniao alinhamento demandas,25/06/2025 17:54:51,6240,7,"entregas, telas, ferias, pastas, obras"
ERP,17818,desligamento funcionaria lannes bloquear acessos havia desligamento fundir chamados finalizarmos recebem,25/06/2025 17:50:27,0,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17817,colaborador acessos totvs egp totvs pedidos pedidos extras ordem compra,25/06/2025 07:47:59,1860,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17816,realizamos transferencia funcionario empreendimento jambreiro palm springs folha jambreiro consta resquicios custos funcionario avaliarem pontuado,25/06/2025 17:05:33,5700,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17815,criar coligada cnpj copiar parametros coligada patio,25/06/2025 16:26:16,20160,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17814,solicitacao desligamento colaboradora hrs,25/06/2025 16:07:55,360,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17813,auxiliar coligada,25/06/2025 14:39:12,7680,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17812,pagamento cliente conste pagina pericia vencimento,25/06/2025 14:17:45,14100,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17810,note parou carregar usei carregador funcionou carregador estragou,25/06/2025 12:23:08,180,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17809,fechamento folha seguiu lancamento eventos coligada apresentou print evento remuneracao base emprestimo credito trabalhador coligada termos contabilizacao esocial,25/06/2025 12:15:57,480,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17808,criar fante ffante mails utilizamos,25/06/2025 11:45:23,360,5,"carrega, sinaliza, possuia, inclui, executou"
Infrastructure,17807,esclarecimentos necessidade garantia tecnica itens processo licitatorio informatica listados fosse apontado individualmente item garantia fabricante,25/06/2025 11:23:38,1920,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17806,maquina pdf camera habilitada,25/06/2025 11:21:00,660,0,"first, seven, not, three, public"
ERP,17805,seja liberado usuario cadastro ferias semana ferias,25/06/2025 11:05:07,1440,7,"entregas, telas, ferias, pastas, obras"
ERP,17804,liberar criar acesso acessar portal,25/06/2025 11:04:51,600,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17803,acesso aprovacao colaborada bastos acesso aprovacao,25/06/2025 10:35:43,600,6,"ajustado, usado, explicado, solicitada, admitida"
Infrastructure,17802,criacao recebimento obra empreendimento fonseca sacramento,25/06/2025 09:10:15,240,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17801,importar emprestimo comercio ocorreu informando parametros emprestimo evento desconto emprestimo prefixo codigo sequencial emprestimo informados parametrizador folha mensal importacao importar emprestimo consignado,25/06/2025 08:29:38,2040,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17800,pedir instalacao programa ucinet maquina brevidade,25/06/2025 08:18:38,720,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17799,coligadas gestao patrimonial estacionamento certificados digitais atualizados substituir totvs,25/06/2025 08:00:47,1260,9,"encerrados, faturados, criadas, corrompidos, contabilizados"
Infrastructure,17798,liberacoes almoxarife obra supriani pedidos pedidos extras ordem compra pasta compartilhada obra intranet fluig qualitab,25/06/2025 07:47:59,2160,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17797,fluig,25/06/2025 07:41:34,540,0,"first, seven, not, three, public"
Infrastructure,17795,necessito direcionem mails chegam caixas entrada mails,24/06/2025 18:05:53,180,5,"carrega, sinaliza, possuia, inclui, executou"
BI,17794,correcao dashboard restabelecer acesso orcamentarias garantir tomada decisao reformulacao orcamento,24/06/2025 17:38:26,17700,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17793,instalacao software relogios,24/06/2025 16:54:12,28020,8,"xml, sql, mysql, pdf, txt"
ERP,17792,lancou registros marcados amarelo,24/06/2025 16:42:04,600,9,"encerrados, faturados, criadas, corrompidos, contabilizados"
Infrastructure,17791,programar troca plano fundo ficara ativo quinzena entra campanha seguranca informacao,24/06/2025 14:00:06,1380,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17790,acessar urgencia conectividade social cadastrar fgts instalacao acessar,24/06/2025 13:40:54,2280,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17789,estoque backoffice coligada estoque coligada,24/06/2025 11:38:53,360,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17788,acesso horas via,24/06/2025 11:13:04,1200,7,"entregas, telas, ferias, pastas, obras"
ERP,17787,ajustar fiscal possuo acesso,24/06/2025 11:12:53,780,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17786,acessar recuperar senha sucesso ocorreu,24/06/2025 11:12:37,240,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17785,aumentar campo nota fiscal gestao estoques fiscal itajuiassu digitos,24/06/2025 10:14:38,780,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17784,vincular centros custo natureza,24/06/2025 10:11:42,540,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17783,impressora licitacao encontra off,24/06/2025 10:01:32,1320,0,"first, seven, not, three, public"
Infrastructure,17782,formatacao computador utilizo lentidao necessidade otimizacao backup completo documentos importantes procedimento agendar melhor realizacao servico,24/06/2025 10:00:08,1500,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17781,acesso criado usuario lareis senha lnytu acesso criacao acessos autorizacao engenheiro obra autorizado,24/06/2025 09:30:46,480,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17779,enfrentando acesso online maquinas internet funcionando sites testes identificamos bloqueado servidor regra seguranca firewall verificacao bloqueado desbloqueio restabelecer acesso,24/06/2025 08:19:28,1920,8,"xml, sql, mysql, pdf, txt"
ERP,17778,desligamento bloqueio acessos corretores emails bloqueados,23/06/2025 18:21:41,180,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17776,comecando acesso portal,23/06/2025 18:12:21,420,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17775,desligamento bloqueio acessos corretores dordron melo novolar bloqueado,23/06/2025 18:00:12,180,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17774,corretor encerrou contrato prestacao servicos bloquear acessos xrm imobme,23/06/2025 17:58:44,180,4,"modelos, produtos, itens, fornecedores, cadastros"
Infrastructure,17773,outlook exibindo opcao envio relacionamento realiza atualizacao volta ficar desconfigurado verifique enviando mails definido formato trabalho,23/06/2025 17:56:26,420,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17771,informacao inicia processo teste layout nfse nacional programacao respeito processo atender demanda apesar entrar vigor aberta testes,23/06/2025 14:48:00,240,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17770,workflow totvs alterar reajuste alugueis heb loja alterada,23/06/2025 13:01:46,1140,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17769,relatorio investimentos marketing power falhou,23/06/2025 12:30:10,300,0,"first, seven, not, three, public"
Infrastructure,17768,troca computador aprendiz departamento mesa direito,23/06/2025 12:11:26,240,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17767,consta tera feito extra saldo contrato tarefa eap aparece insumo resto entender melhor situacao,23/06/2025 11:37:02,2100,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17766,acesso archicad,23/06/2025 11:25:49,3840,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17765,reuniao alinhamento demandas,23/06/2025 11:18:53,4500,7,"entregas, telas, ferias, pastas, obras"
Infrastructure,17764,liberar acesso pacote office,23/06/2025 10:33:22,120,0,"first, seven, not, three, public"
ERP,17763,efetivada perdi acesso consegui acessar envelope pagamento realizar ajustes dias cadastrada continuo acesso funcionalidade registro correcao,23/06/2025 10:10:08,780,6,"ajustado, usado, explicado, solicitada, admitida"
Infrastructure,17762,power coletar indicadores agm consegui atualizacao modelo gateway ajudarem senao terei manualmente indicadores,23/06/2025 10:05:37,900,0,"first, seven, not, three, public"
Infrastructure,17761,registro certificado digital engenharia site conectividade social cef necessario baixar programa clicar download,23/06/2025 09:42:10,120,8,"xml, sql, mysql, pdf, txt"
ERP,17760,alteracao contribuicao sindical valores ajustados codigos fixos colaboradores envelope gerar folha puxando mudanca coligadas pontual gran boulevard terras oyama medidas,23/06/2025 09:34:59,1080,7,"entregas, telas, ferias, pastas, obras"
Infrastructure,17759,notebook conectava internet,23/06/2025 09:18:57,1020,5,"carrega, sinaliza, possuia, inclui, executou"
Infrastructure,17758,desliga mensagens agosto desativada,23/06/2025 09:18:26,480,7,"entregas, telas, ferias, pastas, obras"
ERP,17757,acesso cheque novolar avaliar,23/06/2025 09:16:07,720,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17756,ponte duplica horas extras realizadas amanha feriado nacional visto colaboradores trabalhar,23/06/2025 09:15:28,10260,9,"encerrados, faturados, criadas, corrompidos, contabilizados"
ERP,17755,ajuste acesso contracheque agendamento ferias transferencia centro custo visualizar itens,23/06/2025 09:15:03,420,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17754,emissao boletos medidas atualizacao,23/06/2025 09:14:34,3000,7,"entregas, telas, ferias, pastas, obras"
ERP,17753,apresentando lentidao coligada aba,23/06/2025 09:13:54,960,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17752,solucao conseguimos andamento compras itens,23/06/2025 08:38:24,4800,7,"entregas, telas, ferias, pastas, obras"
Infrastructure,17751,verificacao site funcionando computadores,23/06/2025 08:38:21,4200,8,"xml, sql, mysql, pdf, txt"
Infrastructure,17749,registrar reuniao telefonia realizada,20/06/2025 16:51:40,2580,6,"ajustado, usado, explicado, solicitada, admitida"
Infrastructure,17748,senha verificacao unica emitida confirmacao extra seguranca pin valido minutos altere senha considere ativar autenticacao fatores abra ligue,20/06/2025 16:25:31,0,5,"carrega, sinaliza, possuia, inclui, executou"
Infrastructure,17747,ddns net prestes expirar confirme host evitar seja removido dns dinamico aprimorado obter beneficios adicionais evitar confirmacao dias,20/06/2025 16:07:17,300,6,"ajustado, usado, explicado, solicitada, admitida"
ERP,17746,enviar cte tss medidas atualizacao,20/06/2025 15:54:50,900,8,"xml, sql, mysql, pdf, txt"
ERP,17744,liberacao acesso totvs projetos coligada usuarios,20/06/2025 11:42:32,420,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17743,houve envios boletos clientes boletos enviamos cliente alega copiar emails grupoatr grupoatr respostas medidas,20/06/2025 11:09:54,600,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17742,recebemos pagamento parcela unidade cliente cunha boleto realizar baixa indica ajustamos juros multa manualmente chegasse recebido prints ocorrido,20/06/2025 10:26:06,1080,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17741,criar conta coligada acesso incluir liberar usuario,20/06/2025 10:25:18,360,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17740,informada plataforma sat servidor bloqueando mails vindos dominio plataforma awarego bloqueio,20/06/2025 10:06:17,2280,8,"xml, sql, mysql, pdf, txt"
ERP,17739,usuarios brum lista usuarios totvs libere altere periodo lancamento totvs vejam alterar periodo usuarios,20/06/2025 10:01:39,3360,5,"carrega, sinaliza, possuia, inclui, executou"
Infrastructure,17738,possibilidade recuperar versao antiga arquivo auraem esq dimvao rlocalizado \\\\projetos\projetos validos\\projetos executivos\embasamento\esquadrias emb recuperar versao abril,20/06/2025 09:28:07,1200,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17737,testei versao atualizada verificamos versao atual,20/06/2025 09:24:52,2220,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17736,atualizacao versao totvs erros,20/06/2025 09:23:47,960,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17735,restaurar liberacao acesso pasta trabalho criada armazenamento documentos pasta criada semana alimentada documentos desapareceu evidencia trata documentos producao backup necessarios breves entregas cliente,20/06/2025 08:43:02,1080,6,"ajustado, usado, explicado, solicitada, admitida"
ERP,17734,sped contabil metro erros centro custo ajustar cadastro centro custo parametros funcionou identificar gerar ecd,19/06/2025 15:29:42,4200,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17729,cadastrando empreendimento filial evolution buritis liberacao opcoes aba backoffice,18/06/2025 16:44:53,360,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17728,instalar hec hms versao computador conseguem auxiliar,18/06/2025 16:40:14,480,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17727,ajuste formula visual campo previ emissao atual gerar irreais painel comprometimento,18/06/2025 16:19:46,1920,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17726,bloqueado cancelamento acessos corretora prado tonaco flores xrm imobme,18/06/2025 16:08:39,60,9,"encerrados, faturados, criadas, corrompidos, contabilizados"
ERP,17725,desligamento bloqueio acessos corretora teixeira amorim cpf novolar bloqueado,18/06/2025 16:07:29,360,9,"encerrados, faturados, criadas, corrompidos, contabilizados"
ERP,17724,atualizacao versao totvs mostrando item codigo produto totvs,18/06/2025 16:00:07,1680,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17723,instalacao programa dwg view maquina acesso anydesk,18/06/2025 15:09:00,1800,0,"first, seven, not, three, public"
Infrastructure,17722,criar usuarios alunos planilha alunos criar onedrive,18/06/2025 14:54:07,24420,4,"modelos, produtos, itens, fornecedores, cadastros"
Infrastructure,17721,guatemala alterar horario relogio laptop horario administrador acesso dificuldade marcar cumprir horarios causa,18/06/2025 13:52:37,420,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17720,ajusta valores sat ajustado txt contabil,18/06/2025 12:32:00,360,8,"xml, sql, mysql, pdf, txt"
ERP,17718,realizar bloqueio acesso usuario,18/06/2025 12:10:56,300,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17717,verificamos correcao colaboradores visualizar orientar dias visualizacao cruz jaudacy visualizacao visualizacao martinez,18/06/2025 12:04:46,360,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17716,tento entrar portal apresenta,18/06/2025 12:00:59,240,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17715,txt contabil bate fechado folha base,18/06/2025 12:00:50,1260,6,"ajustado, usado, explicado, solicitada, admitida"
ERP,17714,atualizacao versao totvs relatorio financeiro utiliza,18/06/2025 11:44:13,1860,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17713,acessar pasta compartilhada,18/06/2025 11:43:55,300,6,"ajustado, usado, explicado, solicitada, admitida"
Infrastructure,17712,planilha travando,18/06/2025 11:32:15,3000,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17711,realizar bloqueio desligamento,18/06/2025 11:18:48,240,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17710,realizar bloqueio desligamento,18/06/2025 11:18:26,180,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17709,realizar bloqueio desligamento,18/06/2025 11:17:53,180,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17708,realizar bloqueio desligamento,18/06/2025 11:17:38,120,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17707,bloqueios usuario desligamento,18/06/2025 11:17:17,120,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17706,bloqueios usuario desligamento,18/06/2025 11:16:55,180,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17705,bloqueios usuario desligamento,18/06/2025 11:16:36,120,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17704,realizarem bloqueio acesso fonseca redirecionar demandas,18/06/2025 11:16:19,120,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17703,retirar escritorio,18/06/2025 11:05:52,600,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17702,ficha financeira consta saldo aplicando desconto cliente parcela portal cliente saldo abate desconto ajuste ficha portal cliente anexas fichas comparacao,18/06/2025 10:49:20,6060,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17701,funcionando aparece encontrar conta google liberar acesso pasta compartilhada obra,18/06/2025 09:07:11,360,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17700,fechando rescisao coligada medias,18/06/2025 08:57:13,4740,7,"entregas, telas, ferias, pastas, obras"
ERP,17699,coordenadora gestora qualidade visualizar registro totvs verifiquei secao chefe direto adicionar gestora secao gerencia qualidade,18/06/2025 08:56:08,1080,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17698,computador travando poucas janelas melhorar,18/06/2025 08:12:51,780,7,"entregas, telas, ferias, pastas, obras"
Infrastructure,17697,verificacao desktop connector sincronizando,18/06/2025 07:51:57,4320,8,"xml, sql, mysql, pdf, txt"
Infrastructure,17696,dispositivo srvsaft offline minutos acionando condicao device,18/06/2025 01:20:46,0,8,"xml, sql, mysql, pdf, txt"
Infrastructure,17695,agendar formatacao computador retirada elemento autocad instalar relacionado autodesk agendar terca alinhado anteriormente poucos repassando daqueles precisam formatacao autodesk,17/06/2025 19:45:02,9300,8,"xml, sql, mysql, pdf, txt"
ERP,17694,portal timeout servidor,17/06/2025 16:56:21,900,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17693,erros portal colaboradores portal timeout servidor,17/06/2025 16:56:21,5760,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17692,reuniao orientacao abertura licitacao manutencao impressoras,17/06/2025 16:54:52,2880,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17691,acesso vpn,17/06/2025 15:43:53,360,8,"xml, sql, mysql, pdf, txt"
ERP,17690,gerar parcela colaborador considerou pdi calculo medidas atualizacao,17/06/2025 15:21:14,1920,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17689,base producao totvs versao recente versao base testes realizada atualizacao horario,17/06/2025 15:18:10,1800,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17688,monitor apagando frequentemente mau cabo monitor,17/06/2025 15:01:06,900,8,"xml, sql, mysql, pdf, txt"
ERP,17687,importar base produtos complementando base importada padrao,17/06/2025 14:36:40,1860,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17686,remanejado sala sinal licitacao ruim voltamos sala licitacao instalamos roteador cobrir sala temporariamente seja passado cabo ligar aps,17/06/2025 13:36:02,5400,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17685,conseguimos tirar ssd computador possui passar,17/06/2025 13:34:44,240,5,"carrega, sinaliza, possuia, inclui, executou"
BI,17684,replicar drill centro custo implementado dashboards permitindo visualizacao detalhamento despesas natureza facilitar consulta gestores ampliar transparencia orcamentaria,17/06/2025 11:57:55,30720,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17683,principal apareca reclamante processo,17/06/2025 11:50:32,2640,2,"plano, agrupamento, tamanho, preco, moinho"
Cyber Security,17682,sat apontamento horas sat,17/06/2025 11:49:23,3900,0,"first, seven, not, three, public"
ERP,17681,acesso construcao backoffice pediu acesso,17/06/2025 11:37:48,2160,1,"tolerancia, montagem, administracao, unidade, pasta"
BI,17680,emitir relatorio clientes compraram lotes cidade profissao gerar relatorio,17/06/2025 11:25:57,8640,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17679,lancar coligada vista juruaia aparece cod natureza obrigatorio salvar lancamento inscricao estadual certinho,17/06/2025 11:24:31,720,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17678,documento,17/06/2025 11:01:09,840,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17677,base teste ultima versao totvs backup base producao replicar base teste simular eventos,17/06/2025 10:07:50,2340,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17676,transferencias feitas levando historico provisoes avaliar,17/06/2025 09:23:10,2160,7,"entregas, telas, ferias, pastas, obras"
ERP,17675,acesso contracheques ferias funcionarios obra spe americas,17/06/2025 09:21:33,420,4,"modelos, produtos, itens, fornecedores, cadastros"
Infrastructure,17674,acesso backup realizado computador,17/06/2025 09:20:58,240,8,"xml, sql, mysql, pdf, txt"
ERP,17673,acessar envelope pagamento envio atestado medico colaboradora afastada inss,17/06/2025 09:20:46,2520,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17672,criar usuario senha colaborador matricula registrar geolocalizacao conceder especial colaborador baixar usuario,17/06/2025 09:09:33,120,3,"instalar, liberar, transferir, recuperar, portar"
BI,17671,lancamento rescisao caindo juridico estando corretamente referenciado pacote folha caindo juridico,17/06/2025 08:50:53,1680,6,"ajustado, usado, explicado, solicitada, admitida"
ERP,17670,programar agenda minutos acesso remoto computador via anydesk configuracao emissao nota fiscal coligada semanas emitir nota fiscal conseguimos finalizar processo erros constantes agendar enviar invite amanha,17/06/2025 07:55:48,24660,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17669,acesso vpn voecloud acessar configurar monitor escala configurar monitor escala,16/06/2025 22:05:09,1620,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17667,desligamento bloqueio acessos corretora nefertiti viana cpf novolar bloqueado,16/06/2025 17:57:24,300,9,"encerrados, faturados, criadas, corrompidos, contabilizados"
Infrastructure,17666,criacao recebimento obra empreendimento casa casa incluir fonseca sacramento,16/06/2025 17:52:59,540,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17665,lancado atestado portal aprovado coligada apareceu historico colaborador,16/06/2025 17:29:17,1680,6,"ajustado, usado, explicado, solicitada, admitida"
ERP,17664,dificuldade exclusao baixa conciliado desfiz conciliacao extrato excluir baixa financeiro apareceram erros,16/06/2025 16:56:15,900,5,"carrega, sinaliza, possuia, inclui, executou"
Infrastructure,17663,removerem acessos bassani bbassani saffengenharia direcionarem mails mfvalente saffengenharia remova acessos pastas,16/06/2025 16:49:06,300,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17662,venda dbdedaf,16/06/2025 16:12:12,2160,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17661,remover acessos zanon realizar backup liberar licenca remova acessos drive,16/06/2025 15:44:35,1320,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17660,unidade bresse apresentando dias colaboradores registram gerada carga horaria negativa sabado reconhecido descanso colaboradores trabalharam compensacao auxiliar fechamento,16/06/2025 15:29:20,900,6,"ajustado, usado, explicado, solicitada, admitida"
